,Unnamed: 0,Rank,Data ID,DOI,Title,Description,Repository,Publication date,Publication year,Dataset author,Associated publication,Dimensions URL,Source linkout,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,Sustainable Development Goals
2981,2981,100,dataset.25047438,10.17182/hepdata.102798.v2/t23,"""Figure 9b (upper right)"" of ""Search for long-lived particles decaying to jets with displaced vertices in proton-proton collisions at $\sqrt{s}=$ 13 TeV""","Observed and expected 95% CL upper limits on the product of cross section and branching fraction squared, as a function of $c\tau$ for dijet signals, for a fixed mass of 800 GeV in the full Run-2 data set. The top squark pair-production cross section is shown for the dijet signals.",HEPData,1/1/2021,2021,,pub.1141458064,https://app.dimensions.ai/details/data_set/dataset.25047438,https://www.hepdata.net/record/104903,49 Mathematical Sciences; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
7957,7957,100,dataset.1743050,10.5517/ccdc.csd.cc1pfq61,CCDC 1562313: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2017,2017,"Das, Uttam K.; Daifuku, Stephanie L.; Iannuzzi, Theresa E.; Gorelsky, Serge I.; Korobkov, Ilia; Gabidullin, Bulat; Neidig, Michael L.; Baker, R. Tom",pub.1092577157,https://app.dimensions.ai/details/data_set/dataset.1743050,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/ccdc.csd.cc1pfq61&sid=DataCite,,,,,,,,,
4370,4370,100,dataset.7744326,10.1371/journal.ppat.1007569,The Human Cytomegalovirus U<sub>L</sub>38 protein drives mTOR-independent metabolic flux reprogramming by inhibiting TSC2,"Human Cytomegalovirus (HCMV) infection induces several metabolic activities that are essential for viral replication. Despite the important role that this metabolic modulation plays during infection, the viral mechanisms involved are largely unclear. We find that the HCMV UL38 protein is responsible for many aspects of HCMV-mediated metabolic activation, with UL38 being necessary and sufficient to drive glycolytic activation and induce the catabolism of specific amino acids. UL38’s metabolic reprogramming role is dependent on its interaction with TSC2, a tumor suppressor that inhibits mTOR signaling. Further, shRNA-mediated knockdown of TSC2 recapitulates the metabolic phenotypes associated with UL38 expression. Notably, we find that in many cases the metabolic flux activation associated with UL38 expression is largely independent of mTOR activity, as broad spectrum mTOR inhibition does not impact UL38-mediated induction of glycolysis, glutamine consumption, or the secretion of proline or alanine. In contrast, the induction of metabolite concentrations observed with UL38 expression are largely dependent on active mTOR. Collectively, our results indicate that the HCMV UL38 protein induces a pro-viral metabolic environment via inhibition of TSC2.",Public Library of Science,1/24/2019,2019,Irene Rodríguez-Sánchez; Xenia L. Schafer; Morgan Monaghan; Joshua Munger,pub.1111639092,https://app.dimensions.ai/details/data_set/dataset.7744326,https://plos.figshare.com/articles/dataset/The_Human_Cytomegalovirus_U_sub_L_sub_38_protein_drives_mTOR-independent_metabolic_flux_reprogramming_by_inhibiting_TSC2/7626830,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology; 32 Biomedical and Clinical Sciences,Brain Disorders; Infectious Diseases,Infection,2.1 Biological and endogenous factors,Biomedical,Basic Science,,,
3906,3906,100,dataset.10569284,10.17182/hepdata.91215.v2/t25,"""Figure 4e"" of ""Measurements of differential Z boson production cross sections in proton-proton collisions at $ \sqrt{s} $ = 13 TeV""",The relative statistical and systematic uncertainties in % from various sources for the absolute double-differential cross section measurements in bins of Z pt for the 1.6 < |y(Z)| < 2.4 bin in the dielectron final state.,HEPData,1/1/2020,2020,,pub.1123388202,https://app.dimensions.ai/details/data_set/dataset.10569284,https://www.hepdata.net/record/92419,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
4437,4437,100,dataset.1834088,10.5517/ccdc.csd.cc21bn79,CCDC 1887070: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2019,2019,"Drance, Myles J.; Sears, Jeffrey D.; Mrse, Anthony M.; Moore, Curtis E.; Rheingold, Arnold L.; Neidig, Michael L.; Figueroa, Joshua S.",pub.1112767809,https://app.dimensions.ai/details/data_set/dataset.1834088,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/ccdc.csd.cc21bn79&sid=DataCite,,,,,,,,,
2308,2308,100,dataset.57624348,10.17182/hepdata.102956.v1/t167,"""particle_abs_thardpt"" of ""Measurement of differential $\text{t}\overline{\text{t}}$ production cross sections in the full kinematic range using lepton+jets events from proton-proton collisions at $\sqrt{s} = $ 13 TeV""",differential cross sections.,HEPData,1/1/2021,2021,,pub.1143492381,https://app.dimensions.ai/details/data_set/dataset.57624348,https://www.hepdata.net/record/114586,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
10089,10089,100,dataset.10541246,10.17182/hepdata.66784.v1/t24,"""Table 24"" of ""Long-range two-particle correlations of strange hadrons with charged particles in pPb and PbPb collisions at LHC energies""","The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $K^{0}_{S}$ as a function of $p_{T}$ from the correlation in the 150 $\leq N_{offline}^{trk}$ < 185 multiplicity class in pPb.",HEPData,1/1/2015,2015,,pub.1018360311,https://app.dimensions.ai/details/data_set/dataset.10541246,https://www.hepdata.net/record/66822,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics,,,,,,,,
8708,8708,100,dataset.590997,10.5517/ccdc.csd.cc1lqxmv,CCDC 1481788: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2016,2016,"Castro-Rodrigo, Ruth; Chakraborty, Sumit; Munjanja, Lloyd; Brennessel, William W.; Jones, William D.",pub.1055123178,https://app.dimensions.ai/details/data_set/dataset.590997,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/ccdc.csd.cc1lqxmv&sid=DataCite,,,,,,,,,
10057,10057,100,dataset.10542323,10.17182/hepdata.66784.v1/t56,"""Table 56"" of ""Long-range two-particle correlations of strange hadrons with charged particles in pPb and PbPb collisions at LHC energies""","The elliptic flow per constituent quark v2(2, $|\Delta\eta| > 2$)/$n_{q}$ extracted for $\Lambda/\bar{\Lambda}$ as a function of transverse kinetic energy per constituent quark $KE_{T}/n_{q}$ from the correlation in the 150 $\leq N_{offline}^{trk}$ < 185 multiplicity class in PbPb.",HEPData,1/1/2015,2015,,pub.1018360311,https://app.dimensions.ai/details/data_set/dataset.10542323,https://www.hepdata.net/record/66858,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
1124,1124,100,dataset.57784851,10.17182/hepdata.115022.v1/t46,"""ak7_EW_ybin2"" of ""Measurement and QCD analysis of double-differential inclusive jet cross sections in proton-proton collisions at $\sqrt{s}$ = 13 TeV""","The corrections were calculated by Dittmaier, Huss, Speckner.",HEPData,1/1/2021,2021,,pub.1153611027,https://app.dimensions.ai/details/data_set/dataset.57784851,https://www.hepdata.net/record/115401,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
8239,8239,100,dataset.10546560,10.17182/hepdata.76554.v1/t135,"""Table 135"" of ""Measurement of differential cross sections for top quark pair production using the lepton+jets final state in proton-proton collisions at 13 TeV""",Covariance matrix of normalized cross section at parton level.,HEPData,1/1/2017,2017,,pub.1085109590,https://app.dimensions.ai/details/data_set/dataset.10546560,https://www.hepdata.net/record/76693,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
8894,8894,100,dataset.10553387,10.17182/hepdata.72511.v1/t13,"""Table 13"" of ""Transverse momentum spectra of inclusive b jets in pPb collisions at $\sqrt{s_{NN}} = $ 5.02 TeV""",b-jet RpA (PYTHIA) from -0.5 < eta_CM < 0.5.,HEPData,1/1/2016,2016,,pub.1015233572,https://app.dimensions.ai/details/data_set/dataset.10553387,https://www.hepdata.net/record/72541,51 Physical Sciences; 51 Physical Sciences; 5107 Particle and High Energy Physics,,,,,,,,
11424,11424,100,dataset.10533434,10.17182/hepdata.60126.v1/t59,"""Table 59"" of ""Measurement of the $Y(1S), Y(2S)$ and $Y(3S)$ Polarizations in $pp$ Collisions at $\sqrt{s}=7$ TeV""",Distribution of Lambda-Phi in the HX frame for Y(3S) production in the |y| range 0.0-0.6.,HEPData,1/1/2013,2013,,pub.1039714695,https://app.dimensions.ai/details/data_set/dataset.10533434,https://www.hepdata.net/record/60211,49 Mathematical Sciences; 51 Physical Sciences; 5107 Particle and High Energy Physics,,,,,,,,
2934,2934,100,dataset.25132388,10.17182/hepdata.93884.v1/t21,"""Figure 1-20"" of ""In-medium modification of dijets in PbPb collisions at $\sqrt{s_\mathrm{NN}} =$ 5.02 TeV""",The distribution of charged particle yields within $|\Delta\varphi| < 1.0$ correlated with the leading jets as a function of $\Delta\eta$ in the 0-10 % centrality bin in PbPb collisions. The results are shown in different dijet momentum balance bins for the charged particle $p_{\mathrm{T}}$ bin $3 < p_{\mathrm{T}}^{\mathrm{ch}} < 4$ GeV.,HEPData,1/1/2021,2021,,pub.1138110484,https://app.dimensions.ai/details/data_set/dataset.25132388,https://www.hepdata.net/record/105076,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
11310,11310,100,dataset.10541451,10.17182/hepdata.58303.v1/t30,"""Table 30"" of ""$J/\psi$ and $\psi_{2S}$ production in $pp$ collisions at $\sqrt{s}=7$ TeV""","The difference between the J/PSI cross section times branching ratio to MU+ MU- for non-prompt production calculated for four different polarization scenarios and the zero polarization values. The notation is (-1,CS), (+1,CS), (-1,HX), (+1,HX), where CS(HX) is the Collins-Soper (Helicity) frame and -1(+1) refer to full longitudinal (transverse) polarization.",HEPData,1/1/2013,2013,,pub.1038168854,https://app.dimensions.ai/details/data_set/dataset.10541451,https://www.hepdata.net/record/58334,49 Mathematical Sciences; 51 Physical Sciences; 51 Physical Sciences; 5107 Particle and High Energy Physics,,,,,,,,
13013,13013,100,dataset.10526657,10.17182/hepdata.57758.v1/t21,"""Table 21"" of ""Measurement of the inclusive jet cross-section in $p \bar{p}$ collisions at $s^{(1/2)}$ =1.96-TeV""",Detailed systematic errors for the absolute value of the jet rapidity in the range 0.8 to 1.2: (1st) Rapidity unfolding (2nd) Trigger matching (3rd) Dijet response fit (4th) Dijet response fit (5th) Trigger matching (6th) CC response fit.,HEPData,1/1/1970,1970,,pub.1026621558,https://app.dimensions.ai/details/data_set/dataset.10526657,https://www.hepdata.net/record/57784,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,Biodefense; Prevention; Vaccine Related,,,,,,,
3784,3784,100,dataset.10574053,10.17182/hepdata.96235.v1/t6,"""Expected - 2 s.d."" of ""Search for supersymmetry in proton-proton collisions at $\sqrt{s} =$ 13 TeV in events with high-momentum Z bosons and missing transverse momentum""",Cross section upper limit vs m(GLUINO) for SMS model T5ZZ.,HEPData,1/1/2020,2020,,pub.1131164755,https://app.dimensions.ai/details/data_set/dataset.10574053,https://www.hepdata.net/record/96260,49 Mathematical Sciences; 4902 Mathematical Physics; 51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
6261,6261,100,dataset.10577239,10.17182/hepdata.85696.v1/t152,"""Table 152"" of ""Measurement of differential cross sections for the production of top quark pairs and of additional jets in lepton+jets events from pp collisions at $\sqrt{s} =$ 13 TeV""",Normalized cross section at particle level as a function of $\Delta R_{\text{j}_\text{t}}(j_\text{2})$.,HEPData,1/1/2018,2018,,pub.1104689093,https://app.dimensions.ai/details/data_set/dataset.10577239,https://www.hepdata.net/record/85916,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
1030,1030,100,dataset.57804549,10.17182/hepdata.101186.v2/t33,"""Flavor ratio as a function of mass for central leptons."" of ""Search for resonant and nonresonant new phenomena in high-mass dilepton final states at $\sqrt{s} = $ 13 TeV""","Ratio of the differential dilepton production cross section in the dimuon and dielectron channels $R_{\mu^{+}\mu^{-}/e^{+}e^{-}}$, as a function of $m_{\ell\ell}$ for events with central leptons. The ratio is obtained after correcting the reconstructed mass spectra to particle level.",HEPData,1/1/2021,2021,,pub.1140126492,https://app.dimensions.ai/details/data_set/dataset.57804549,https://www.hepdata.net/record/126426,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
3953,3953,100,dataset.10568672,10.17182/hepdata.91215.v2/t1,"""Table 1"" of ""Measurements of differential Z boson production cross sections in proton-proton collisions at $ \sqrt{s} $ = 13 TeV""","Summary of data, expected signal, and background yields after the full selection. The predicted signal yields are quoted using aMC@NLO simulation. The statistical uncertainties in the simulated samples are below 0.1%.",HEPData,1/1/2020,2020,,pub.1123388202,https://app.dimensions.ai/details/data_set/dataset.10568672,https://www.hepdata.net/record/92396,51 Physical Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics; 5107 Particle and High Energy Physics,,,,,,,,
10188,10188,100,dataset.10538800,10.17182/hepdata.68759.v1/t1,"""Table 1"" of ""Inclusive and differential measurements of the $t\overline{t}$ charge asymmetry in pp collisions at $\sqrt{s} =$ 8 TeV""",Corrected asymmetry as a function of $|y_\mathrm{t\bar{t}}|$ in the fiducial phase space. The value 9999 is used as a placeholder for infinity. The correlation matrix for these values can be found in a separate table.,HEPData,1/1/2015,2015,,pub.1023233273,https://app.dimensions.ai/details/data_set/dataset.10538800,https://www.hepdata.net/record/68761,49 Mathematical Sciences; 49 Mathematical Sciences; 4902 Mathematical Physics; 51 Physical Sciences; 51 Physical Sciences; 5107 Particle and High Energy Physics,,,,,,,,
10576,10576,100,dataset.541617,10.5517/cc115bg0,CCDC 958441: Experimental Crystal Structure Determination,"An entry from the Cambridge Structural Database, the world’s repository for small molecule crystal structures. The entry contains experimental data from a crystal diffraction study. The deposited dataset for this entry is freely available from the CCDC and typically includes 3D coordinates, cell parameters, space group, experimental conditions and quality measures.",The Cambridge Structural Database,1/1/2014,2014,"Kraft, Bradley M.; Brennessel, William W.",pub.1056278945,https://app.dimensions.ai/details/data_set/dataset.541617,http://www.ccdc.cam.ac.uk/services/structure_request?id=doi:10.5517/cc115bg0&sid=DataCite,,,,,,,,,
