,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
8298,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r ward," ward, r.l.",3,2,1,1
8299,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m was," was, m.",3,2,1,1
8300,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a weidner," weidner, a.",2,1,1,1
8301,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m weinert," weinert, m.",3,2,1,1
8302,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a weinstein," weinstein, a.j.",3,2,1,1
8303,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r weiss," weiss, r.",3,2,1,1
8304,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l wen," wen, l.",3,2,1,1
8305,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s wen," wen, s.",2,1,1,1
8306,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k wette," wette, k.",3,2,1,1
8307,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j whelan," whelan, j.t.",3,2,1,1
8308,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s whitcomb," whitcomb, s.e.",3,2,1,1
8309,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b whiting," whiting, b.f.",3,2,1,1
8310,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c wilkinson," wilkinson, c.",3,2,1,1
8311,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p willems," willems, p.a.",3,2,1,1
8312,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h williams," williams, h.r.",2,1,1,1
8313,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l williams," williams, l.",3,2,1,1
8314,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b willke," willke, b.",3,2,1,1
8315,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,i wilmut," wilmut, i.",2,1,1,1
8316,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l winkelmann," winkelmann, l.",3,2,1,1
8317,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,w winkler," winkler, w.",3,2,1,1
8318,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c wipf," wipf, c.c.",3,2,1,1
8319,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a wiseman," wiseman, a.g.",3,2,1,1
8320,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g woan," woan, g.",3,2,1,1
8321,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r wooley," wooley, r.",3,2,1,1
8322,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j worden," worden, j.",3,2,1,1
8323,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,w wu," wu, w.",3,2,2,2
8324,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,i yakushin," yakushin, i.",3,2,1,1
8325,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h yamamoto," yamamoto, h.",3,2,1,1
8326,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,z yan," yan, z.",8,7,5,5
8327,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s yoshida," yoshida, s.",3,2,1,1
8328,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m yvert," yvert, m.",3,2,1,1
8329,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m zanolin," zanolin, m.",3,2,1,1
8330,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j zhang," zhang, j.",14,8,9,6
8331,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l zhang," zhang, l.",4,3,2,2
8332,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c zhao," zhao, c.",3,2,1,1
8333,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,n zotov," zotov, n.",3,2,1,1
8334,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m zucker," zucker, m.e.",3,2,1,1
8335,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h zur muhlen," zur muhlen, h.",2,1,1,1
8336,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j zweizig," zweizig, j.",3,2,1,1
8337,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,( collaboration),  (the ligo scientific collaboration),5,2,1,1
8338,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,( collaboration),  (the virgo collaboration),5,2,1,1
8339,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b abbott,"abbott, b.p.",3,2,1,1
8340,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r abbott," abbott, r.",3,2,1,1
8341,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,f acernese," acernese, f.",3,2,1,1
8342,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r adhikari," adhikari, r.",3,2,1,1
8343,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p ajith," ajith, p.",3,2,1,1
8344,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b allen," allen, b.",3,2,1,1
8345,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,g allen," allen, g.",2,1,1,1
8346,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m alshourbagy," alshourbagy, m.",2,1,1,1
8347,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r amin," amin, r.s.",2,1,1,1
8348,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s anderson," anderson, s.b.",3,2,1,1
8349,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,w anderson," anderson, w.g.",3,2,1,1
8350,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,f antonucci," antonucci, f.",2,1,1,1
8351,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s aoudia," aoudia, s.",2,1,1,1
8352,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m arain," arain, m.a.",3,2,1,1
8353,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m araya," araya, m.",3,2,1,1
8354,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,h armandula," armandula, h.",2,1,1,1
8355,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p armor," armor, p.",2,1,1,1
8356,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,k arun," arun, k.g.",2,1,1,1
8357,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,y aso," aso, y.",2,1,1,1
8358,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s aston," aston, s.",3,2,1,1
8359,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p astone," astone, p.",3,2,1,1
8360,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p aufmuth," aufmuth, p.",3,2,1,1
8361,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,c aulbert," aulbert, c.",3,2,1,1
8362,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s babak," babak, s.",3,2,1,1
8363,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p baker," baker, p.",3,2,1,1
8364,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,g ballardin," ballardin, g.",3,2,1,1
8365,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s ballmer," ballmer, s.",3,2,1,1
8366,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,c barker," barker, c.",2,1,1,1
8367,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,d barker," barker, d.",3,2,1,1
8368,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,f barone," barone, f.",3,2,1,1
8369,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b barr," barr, b.",3,2,1,1
8370,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p barriga," barriga, p.",2,1,1,1
8371,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,l barsotti," barsotti, l.",3,2,1,1
8372,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m barsuglia," barsuglia, m.",3,2,1,1
8373,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m barton," barton, m.a.",3,2,1,1
8374,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,i bartos," bartos, i.",3,2,1,1
8375,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r bassiri," bassiri, r.",3,2,1,1
8376,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m bastarrika," bastarrika, m.",3,2,1,1
8377,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b th.s.,  bauer th.s.,2,2,1,1
8378,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b behnke," behnke, b.",3,2,1,1
8379,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m beker," beker, m.",3,2,1,1
8380,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m benacquista," benacquista, m.",3,2,1,1
8381,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,j betzwieser," betzwieser, j.",3,2,1,1
8382,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p beyersdorf," beyersdorf, p.t.",3,2,1,1
8383,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s bigotta," bigotta, s.",2,1,1,1
8384,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,i bilenko," bilenko, i.a.",3,2,1,1
8385,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,g billingsley," billingsley, g.",3,2,1,1
8386,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s birindelli," birindelli, s.",2,1,1,1
8387,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r biswas," biswas, r.",3,2,1,1
8388,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m bizouard," bizouard, m.a.",3,2,1,1
8389,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,e black," black, e.",3,2,1,1
8390,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,j blackburn," blackburn, j.k.",3,2,1,1
8391,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,l blackburn," blackburn, l.",3,2,1,1
8392,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,d blair," blair, d.",3,2,1,1
8393,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,b bland," bland, b.",3,2,1,1
8394,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,c boccara," boccara, c.",2,1,1,1
8395,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,t bodiya," bodiya, t.p.",3,2,1,1
8396,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,l bogue," bogue, l.",2,1,1,1
8397,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,f bondu," bondu, f.",3,2,1,1
8398,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,l bonelli," bonelli, l.",3,2,1,1
8399,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r bork," bork, r.",3,2,1,1
8400,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,v boschi," boschi, v.",3,2,1,1
8401,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s bose," bose, s.",3,2,1,1
8402,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,l bosi," bosi, l.",3,2,1,1
8403,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,s braccini," braccini, s.",3,2,1,1
8404,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,c bradaschia," bradaschia, c.",3,2,1,1
8405,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,p brady," brady, p.r.",3,2,1,1
8406,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,v braginsky," braginsky, v.b.",3,2,1,1
8407,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,j brau," brau, j.e.",3,2,1,1
8408,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,d bridges," bridges, d.o.",3,2,1,1
8409,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,a brillet," brillet, a.",3,2,1,1
8410,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,m brinkmann," brinkmann, m.",3,2,1,1
8411,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,v brisson," brisson, v.",3,2,1,1
8412,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,c van den broeck," van den broeck, c.",3,2,1,1
8413,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,a brooks," brooks, a.f.",3,2,1,1
8414,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,d brown," brown, d.a.",3,2,1,1
8415,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,a brummit," brummit, a.",2,1,1,1
8416,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,g brunet," brunet, g.",2,1,1,1
8417,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,r budzynski," budzynski, r.",2,1,1,1
8418,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,t bulik," bulik, t.",3,2,1,1
8419,strasbourg astronomical data center,scientific,0,gravitational waves from pulsars,2010,a bullington," bullington, a.",2,1,1,1
