,publisher,publisher_categories,author(s),title,publicationYear,keywords,tot_appearances,tot_pubYrs,tot_authors,tot_publishers
3113,american chemical society,scientific,thaddeus j. wadas; soma chakraborty; rene j. lachicotte; quan-ming wang; richard eisenberg,"facile synthesis, structure, and luminescence properties of
pt(diimine)bis(arylacetylide) chromophore−donor dyads",2005,34 chemical sciences,244,28,244,4
3114,american chemical society,scientific,thaddeus j. wadas; soma chakraborty; rene j. lachicotte; quan-ming wang; richard eisenberg,"facile synthesis, structure, and luminescence properties of
pt(diimine)bis(arylacetylide) chromophore−donor dyads",2005, 34 chemical sciences,249,28,249,4
3116,american chemical society,scientific,elizabeth a. gregory; rene j. lachicotte; patrick l. holland,"a cationic three-coordinate iron(ii) complex and the
reaction of β-diketiminate with ethyl diazoacetate",2005,34 chemical sciences,244,28,244,4
3117,american chemical society,scientific,elizabeth a. gregory; rene j. lachicotte; patrick l. holland,"a cationic three-coordinate iron(ii) complex and the
reaction of β-diketiminate with ethyl diazoacetate",2005, 34 chemical sciences,249,28,249,4
3120,icpsr,Social Science,"greenwood, jeremy; seshadri, ananth; vandenbroucke, guillaume",replication data for: the baby boom and baby bust,2005,44 human society,7,7,7,4
3121,icpsr,Social Science,"greenwood, jeremy; seshadri, ananth; vandenbroucke, guillaume",replication data for: the baby boom and baby bust,2005, 44 human society,17,13,17,6
3134,american chemical society,scientific,thaddeus j. wadas; quan-ming wang; yong-joo kim; christine flaschenreim; thomas n. blanton; richard eisenberg,"vapochromism and its structural basis in a luminescent
pt(ii) terpyridine−nicotinamide complex",2004,34 chemical sciences,244,28,244,4
3135,american chemical society,scientific,thaddeus j. wadas; quan-ming wang; yong-joo kim; christine flaschenreim; thomas n. blanton; richard eisenberg,"vapochromism and its structural basis in a luminescent
pt(ii) terpyridine−nicotinamide complex",2004, 34 chemical sciences,249,28,249,4
3137,american chemical society,scientific,javier vela; sridhar vaddadi; thomas r. cundari; jeremy m. smith; elizabeth a. gregory; rene j. lachicotte; christine j. flaschenriem; patrick l. holland,"reversible beta-hydrogen elimination of
three-coordinate iron(ii) alkyl complexes:  mechanistic
and thermodynamic studies",2004,34 chemical sciences,244,28,244,4
3138,american chemical society,scientific,javier vela; sridhar vaddadi; thomas r. cundari; jeremy m. smith; elizabeth a. gregory; rene j. lachicotte; christine j. flaschenriem; patrick l. holland,"reversible beta-hydrogen elimination of
three-coordinate iron(ii) alkyl complexes:  mechanistic
and thermodynamic studies",2004, 34 chemical sciences,249,28,249,4
3142,american chemical society,scientific,nabi a. magomedov; piero l. ruggiero; yuchen tang,"chemoselective cyclizations of divinyl
ketones to cyclohexenones mediated
by lewis acid and base",2004,34 chemical sciences,244,28,244,4
3143,american chemical society,scientific,nabi a. magomedov; piero l. ruggiero; yuchen tang,"chemoselective cyclizations of divinyl
ketones to cyclohexenones mediated
by lewis acid and base",2004, 34 chemical sciences,249,28,249,4
3146,american chemical society,scientific,quan-ming wang; young-a. lee; olga crespo; joseph deaton; ching tang; henry j. gysling; m. concepción gimeno; carmen larraz; m. dolores villacampa; antonio laguna; richard eisenberg,"intensely luminescent gold(i)−silver(i) cluster complexes with tunable
structural features",2004,34 chemical sciences,244,28,244,4
3147,american chemical society,scientific,quan-ming wang; young-a. lee; olga crespo; joseph deaton; ching tang; henry j. gysling; m. concepción gimeno; carmen larraz; m. dolores villacampa; antonio laguna; richard eisenberg,"intensely luminescent gold(i)−silver(i) cluster complexes with tunable
structural features",2004, 34 chemical sciences,249,28,249,4
3149,american chemical society,scientific,nathan a. eckert; jeremy m. smith; rene j. lachicotte; patrick l. holland,"low-coordinate iron(ii) amido complexes of β-diketiminates: 
synthesis, structure, and reactivity",2004,34 chemical sciences,244,28,244,4
3150,american chemical society,scientific,nathan a. eckert; jeremy m. smith; rene j. lachicotte; patrick l. holland,"low-coordinate iron(ii) amido complexes of β-diketiminates: 
synthesis, structure, and reactivity",2004, 34 chemical sciences,249,28,249,4
3152,american chemical society,scientific,javier vela; sebastian stoian; christine j. flaschenriem; eckard münck; patrick l. holland,"a sulfido-bridged diiron(ii) compound and its reactions with
nitrogenase-relevant substrates",2004,34 chemical sciences,244,28,244,4
3153,american chemical society,scientific,javier vela; sebastian stoian; christine j. flaschenriem; eckard münck; patrick l. holland,"a sulfido-bridged diiron(ii) compound and its reactions with
nitrogenase-relevant substrates",2004, 34 chemical sciences,249,28,249,4
3155,american chemical society,scientific,nicole m. brunkan; donna m. brestensky; william d. jones,"kinetics, thermodynamics, and effect of bph<sub>3</sub> on competitive
c−c and c−h bond activation reactions in the
interconversion of allyl cyanide by ni(dippe)",2004,34 chemical sciences,244,28,244,4
3156,american chemical society,scientific,nicole m. brunkan; donna m. brestensky; william d. jones,"kinetics, thermodynamics, and effect of bph<sub>3</sub> on competitive
c−c and c−h bond activation reactions in the
interconversion of allyl cyanide by ni(dippe)",2004, 34 chemical sciences,249,28,249,4
3158,pangaea,geology/environment,"torres, marta e; teichert, barbara m a; tréhu, anne m; borowski, walter s; tomaru, hitoshi","(table 1) depth to basement, accreted melange, bottom simulating reflector and sediment penetration in meters below seafloor, supplement to: torres, marta e; teichert, barbara m a; tréhu, anne m; borowski, walter s; tomaru, hitoshi (2004): relationship of pore water freshening to accretionary processes in the cascadia margin: fluid sources and gas hydrate abundance. geophysical research letters, 31(22), 1-4",2004,37 earth sciences,16,9,16,6
3159,pangaea,geology/environment,"torres, marta e; teichert, barbara m a; tréhu, anne m; borowski, walter s; tomaru, hitoshi","(table 1) depth to basement, accreted melange, bottom simulating reflector and sediment penetration in meters below seafloor, supplement to: torres, marta e; teichert, barbara m a; tréhu, anne m; borowski, walter s; tomaru, hitoshi (2004): relationship of pore water freshening to accretionary processes in the cascadia margin: fluid sources and gas hydrate abundance. geophysical research letters, 31(22), 1-4",2004, 37 earth sciences,18,9,18,6
3163,pangaea,geology/environment,"billups, katharina; chaisson, william p; worsnopp, m; thunell, robert c","isotope and water temperature measurements of the atlantic ocean from odp site 172-1056, supplement to: billups, katharina; chaisson, william p; worsnopp, m; thunell, robert c (2004): millennial-scale fluctuations in subtropical northwestern atlantic surface ocean hydrography during the mid-pleistocene. paleoceanography, 19(2), pa2017",2004,37 earth sciences,16,9,16,6
3164,pangaea,geology/environment,"billups, katharina; chaisson, william p; worsnopp, m; thunell, robert c","isotope and water temperature measurements of the atlantic ocean from odp site 172-1056, supplement to: billups, katharina; chaisson, william p; worsnopp, m; thunell, robert c (2004): millennial-scale fluctuations in subtropical northwestern atlantic surface ocean hydrography during the mid-pleistocene. paleoceanography, 19(2), pa2017",2004, 37 earth sciences,18,9,18,6
3178,american chemical society,scientific,jeremy m. smith; rene j. lachicotte; patrick l. holland,nn bond cleavage by a low-coordinate iron(ii) hydride complex,2003,34 chemical sciences,244,28,244,4
3179,american chemical society,scientific,jeremy m. smith; rene j. lachicotte; patrick l. holland,nn bond cleavage by a low-coordinate iron(ii) hydride complex,2003, 34 chemical sciences,249,28,249,4
3181,american chemical society,scientific,wei he; xiufeng sun; alison j. frontier,polarizing the nazarov cyclization:  efficient catalysis under mild conditions,2003,34 chemical sciences,244,28,244,4
3182,american chemical society,scientific,wei he; xiufeng sun; alison j. frontier,polarizing the nazarov cyclization:  efficient catalysis under mild conditions,2003, 34 chemical sciences,249,28,249,4
3185,american chemical society,scientific,robert m. chin; benjamin baird; michael jarosh; shane rassman; brian barry; william d. jones,"synthesis, characterization, and reactivity of a
rhenium complex with a corannulene-based ligand",2003,34 chemical sciences,244,28,244,4
3186,american chemical society,scientific,robert m. chin; benjamin baird; michael jarosh; shane rassman; brian barry; william d. jones,"synthesis, characterization, and reactivity of a
rhenium complex with a corannulene-based ligand",2003, 34 chemical sciences,249,28,249,4
3188,american chemical society,scientific,nabi a. magomedov,"efficient construction of
cyclopenta<i>b</i>quinoline core of
isoschizozygane alkaloids via
intramolecular formal
hetero-diels−alder reaction",2003,34 chemical sciences,244,28,244,4
3189,american chemical society,scientific,nabi a. magomedov,"efficient construction of
cyclopenta<i>b</i>quinoline core of
isoschizozygane alkaloids via
intramolecular formal
hetero-diels−alder reaction",2003, 34 chemical sciences,249,28,249,4
3191,american chemical society,scientific,young-a lee; richard eisenberg,"luminescence tribochromism and bright emission in gold(i) thiouracilate
complexes",2003,34 chemical sciences,244,28,244,4
3192,american chemical society,scientific,young-a lee; richard eisenberg,"luminescence tribochromism and bright emission in gold(i) thiouracilate
complexes",2003, 34 chemical sciences,249,28,249,4
3194,american chemical society,scientific,thaddeus j. wadas; rene j. lachicotte; richard eisenberg,"synthesis and characterization of platinum diimine bis(acetylide)
complexes containing easily derivatizable aryl acetylide ligands",2003,34 chemical sciences,244,28,244,4
3195,american chemical society,scientific,thaddeus j. wadas; rene j. lachicotte; richard eisenberg,"synthesis and characterization of platinum diimine bis(acetylide)
complexes containing easily derivatizable aryl acetylide ligands",2003, 34 chemical sciences,249,28,249,4
3197,american chemical society,scientific,brent m. znosko; thomas w. barnes; thomas r. krugh; douglas h. turner,"nmr studies of dna single strands and dna:rna hybrids
with and without 1-propynylation at c5 of oligopyrimidines<sup>‡</sup><sup>,</sup><sup>#</sup>",2003,34 chemical sciences,244,28,244,4
3198,american chemical society,scientific,brent m. znosko; thomas w. barnes; thomas r. krugh; douglas h. turner,"nmr studies of dna single strands and dna:rna hybrids
with and without 1-propynylation at c5 of oligopyrimidines<sup>‡</sup><sup>,</sup><sup>#</sup>",2003, 34 chemical sciences,249,28,249,4
3200,american chemical society,scientific,nathan a. eckert; emily m. bones; rene j. lachicotte; patrick l. holland,nickel complexes of a bulky β-diketiminate ligand,2003,34 chemical sciences,244,28,244,4
3201,american chemical society,scientific,nathan a. eckert; emily m. bones; rene j. lachicotte; patrick l. holland,nickel complexes of a bulky β-diketiminate ligand,2003, 34 chemical sciences,249,28,249,4
3203,pangaea,geology/environment,"tarduno, john a; duncan, robert a; scholl, david w; cottrell, rory d; steinberger, bernhard; thordarson, thorvaldur; kerr, bryan c; neal, clive r; frey, frederick a; torii, masayuki; carvallo, claire","(table s1) age determination of emperor seamounts basement, supplement to: tarduno, john a; duncan, robert a; scholl, david w; cottrell, rory d; steinberger, bernhard; thordarson, thorvaldur; kerr, bryan c; neal, clive r; frey, frederick a; torii, masayuki; carvallo, claire (2003): the emperor seamounts: southward motion of the hawaiian hotspot plume in earths mantle. science, 301(5636), 1064-1069",2003,37 earth sciences,16,9,16,6
3204,pangaea,geology/environment,"tarduno, john a; duncan, robert a; scholl, david w; cottrell, rory d; steinberger, bernhard; thordarson, thorvaldur; kerr, bryan c; neal, clive r; frey, frederick a; torii, masayuki; carvallo, claire","(table s1) age determination of emperor seamounts basement, supplement to: tarduno, john a; duncan, robert a; scholl, david w; cottrell, rory d; steinberger, bernhard; thordarson, thorvaldur; kerr, bryan c; neal, clive r; frey, frederick a; torii, masayuki; carvallo, claire (2003): the emperor seamounts: southward motion of the hawaiian hotspot plume in earths mantle. science, 301(5636), 1064-1069",2003, 37 earth sciences,18,9,18,6
