,publisher,publisher_categories,keywords,title,publicationYear,author(s),tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
7805,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," j.d.e., creighton",3,2,1,1
7806,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," creighton, t.d.",3,2,1,1
7807,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cruise, a.m.",3,2,1,1
7808,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," culter, r.m.",2,1,1,1
7809,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cumming, a.",3,2,1,1
7810,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cunningham, l.",3,2,1,1
7811,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cuoco, e.",3,2,1,1
7812,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," danilishin, s.l.",3,2,1,1
7813,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dantonio, s.",3,2,1,1
7814,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," danzmann, k.",3,2,1,1
7815,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dari, a.",2,1,1,1
7816,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dattilo, v.",3,2,1,1
7817,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," daudert, b.",3,2,1,1
7818,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," davier, m.",3,2,1,1
7819,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," davies, g.",2,1,1,1
7820,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," daw, e.j.",3,2,1,1
7821,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," day, r.",3,2,1,1
7822,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," de rosa, r.",3,2,1,1
7823,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," debra, d.",3,2,1,1
7824,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," degallaix, j.",3,2,1,1
7825,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," del prete, m.",3,2,1,1
7826,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dergachev, v.",3,2,1,1
7827,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," desai, s.",2,1,1,1
7828,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," desalvo, r.",3,2,1,1
7829,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dhurandhar, s.",3,2,1,1
7830,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," di fiore, l.",3,2,1,1
7831,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," di lieto, a.",3,2,1,1
7832,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," di paolo emilio, m.",3,2,1,1
7833,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," di virgilio, a.",3,2,1,1
7834,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," diaz, m.",3,2,1,1
7835,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dietz, a.",3,2,1,1
7836,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," donovan, f.",3,2,1,1
7837,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dooley, k.l.",3,2,1,1
7838,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," doomes, e.e.",2,1,1,1
7839,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," drago, m.",3,2,1,1
7840,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,  drever r.w.p.,3,2,1,1
7841,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dueck, j.",2,1,1,1
7842,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," duke, i.",2,1,1,1
7843,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dumas, j.-c.",3,2,1,1
7844,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," dwyer, j.g.",2,1,1,1
7845,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," echols, c.",2,1,1,1
7846,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," edgar, m.",3,2,1,1
7847,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," edwards, m.",2,2,1,1
7848,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," effler, a.",3,2,1,1
7849,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," ehrens, p.",3,2,1,1
7850,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," espinoza, e.",2,1,1,1
7851,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," etzel, t.",3,2,1,1
7852,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," evans, m.",3,2,1,1
7853,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," evans, t.",3,2,1,1
7854,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fafone, v.",3,2,1,1
7855,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fairhurst, s.",3,2,1,1
7856,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," faltas, y.",2,1,1,1
7857,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fan, y.",3,2,1,1
7858,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fazi, d.",3,2,1,1
7859,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fehrmann, h.",3,2,1,1
7860,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," ferrante, i.",3,2,1,1
7861,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fidecaro, f.",3,2,1,1
7862,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," finn, l.s.",3,2,1,1
7863,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fiori, i.",3,2,1,1
7864,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," flaminio, r.",3,2,1,1
7865,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," flasch, k.",2,1,1,1
7866,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," foley, s.",3,2,1,1
7867,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," forrest, c.",2,1,1,1
7868,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fotopoulos, n.",3,2,1,1
7869,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fournier, j.-d.",3,2,1,1
7870,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," franc, j.",3,2,1,1
7871,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," franzen, a.",2,1,1,1
7872,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frasca, s.",3,2,1,1
7873,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frasconi, f.",3,2,1,1
7874,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frede, m.",3,2,1,1
7875,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frei, m.",3,2,1,1
7876,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frei, z.",3,2,1,1
7877,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," freise, a.",3,2,1,1
7878,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frey, r.",3,2,1,1
7879,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fricke, t.",2,1,1,1
7880,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fritschel, p.",3,2,1,1
7881,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," frolov, v.v.",3,2,1,1
7882,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," fyffe, m.",3,2,1,1
7883,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," galdi, v.",2,1,1,1
7884,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gammaitoni, l.",3,2,1,1
7885,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," garofoli, j.a.",2,1,1,1
7886,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," garufi, f.",3,2,1,1
7887,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gemme, g.",3,2,1,1
7888,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," genin, e.",3,2,1,1
7889,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gennai, a.",3,2,1,1
7890,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gholami, i.",2,1,1,1
7891,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," giaime, j.a.",3,2,1,1
7892,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," giampanis, s.",3,2,1,1
7893,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," giardina, k.d.",3,2,1,1
7894,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," giazotto, a.",3,2,1,1
7895,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," goda, k.",2,1,1,1
7896,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," goetz, e.",3,2,1,1
7897,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," goggin, l.m.",3,2,1,1
7898,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gonzalez, g.",3,2,1,1
7899,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gorodetsky, m.l.",3,2,1,1
7900,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," goesszetler, s.",1,1,1,1
7901,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gossler, s.",3,2,1,1
7902,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gouaty, r.",3,2,1,1
7903,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," granata, m.",3,2,1,1
7904,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," granata, v.",2,1,1,1
7905,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," grant, a.",3,2,1,1
7906,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gras, s.",3,2,1,1
7907,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gray, c.",3,2,1,1
7908,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gray, m.",2,1,1,1
7909,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,  greenhalgh r.j.s.,3,2,1,1
7910,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," gretarsson, a.m.",3,2,1,1
7911,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," greverie, c.",3,2,1,1
7912,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," grimaldi, f.",2,1,1,1
7913,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," grosso, r.",3,2,1,1
7914,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," grote, h.",3,2,1,1
7915,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," grunewald, s.",3,2,1,1
